,babynysiis,perc_female,perc_male,gender
13327,YARACAL,100.0,0.0,F
13328,CRSASTAF,0.0,100.0,M
13329,JASARANAN,0.0,100.0,M
13330,NAFARTARY,100.0,0.0,F
13331,WALDY,0.0,100.0,M
13332,CARNAG,100.0,0.0,F
13333,ETARAG,0.0,100.0,M
13334,TC,66.67,33.33,F
13335,STARCY,0.0,100.0,M
13336,AVRAGH,100.0,0.0,F
13337,DAVY,61.11,38.89,F
13338,EBAD,0.0,100.0,M
13339,PRANCAS,100.0,0.0,F
13340,GANFRANC,0.0,100.0,M
13341,MANC,80.0,20.0,F
13342,MARAT,81.82,18.180000000000007,F
13343,DYCAN,0.0,100.0,M
13344,ADV,100.0,0.0,F
13345,WAVALY,0.0,100.0,M
13346,VARTAC,100.0,0.0,F
13347,CAPAS,0.0,100.0,M
13348,MARNAN,100.0,0.0,F
13349,ANTANY,36.36,63.64,M
13350,ERAN,73.33,26.67,F
13351,IRNAN,66.67,33.33,F
13352,JASAFAT,33.33,66.67,M
13353,MARGAX,100.0,0.0,F
13354,ALANBY,0.0,100.0,M
13355,FRADARAG,100.0,0.0,F
13356,ALAXSANDAR,0.0,100.0,M
13357,RANDAN,40.0,60.0,M
13358,ABANAB,0.0,100.0,M
13359,JACALANARY,100.0,0.0,F
13360,IDALAN,100.0,0.0,F
13361,CANTACANT,0.0,100.0,M
13362,CANANARAN,50.0,50.0,N
13363,JYDANATAW,0.0,100.0,M
13364,RAJAB,0.0,100.0,M
13365,JANATAN,8.33,91.67,M
13366,FALASC,100.0,0.0,F
13367,HABAD,8.33,91.67,M
13368,FANCH,0.0,100.0,M
13369,HALD,88.89,11.11,F
13370,TRANTAN,9.09,90.91,M
13371,PANCNY,0.0,100.0,M
13372,ZACAN,0.0,100.0,M
13373,YANCARL,0.0,100.0,M
13374,FLANY,100.0,0.0,F
13375,TRANATY,87.5,12.5,F
13376,HAY,33.33,66.67,M
13377,RANASN,100.0,0.0,F
13378,NAF,66.67,33.33,F
13379,GAFARY,0.0,100.0,M
13380,TATJAN,100.0,0.0,F
13381,MCLYN,100.0,0.0,F
13382,CALARAS,100.0,0.0,F
13383,ERSCAN,0.0,100.0,M
13384,MARCWAN,0.0,100.0,M
13385,NARJAN,100.0,0.0,F
13386,MARASALY,100.0,0.0,F
13387,UDAL,75.0,25.0,F
13388,QYN,100.0,0.0,F
13389,XANDY,100.0,0.0,F
13390,ZALNARY,100.0,0.0,F
13391,ICR,100.0,0.0,F
13392,CATSALY,100.0,0.0,F
13393,HATHCLAF,0.0,100.0,M
13394,NANALY,100.0,0.0,F
13395,TAVLAN,100.0,0.0,F
13396,ZAGAN,0.0,100.0,M
13397,ANASTAC,66.67,33.33,F
13398,CAP,22.22,77.78,M
13399,TAPY,50.0,50.0,N
13400,QANAR,16.67,83.33,M
13401,BALB,0.0,100.0,M
13402,LADYS,100.0,0.0,F
13403,WALNAD,0.0,100.0,M
13404,PARNANDAR,50.0,50.0,N
13405,JANSTAN,0.0,100.0,M
13406,JASTANRY,0.0,100.0,M
13407,JSATAN,0.0,100.0,M
13408,ALASANDR,85.0,15.0,F
13409,LAGANTAN,0.0,100.0,M
13410,JAGAS,69.23,30.77,F
13411,AHLAS,100.0,0.0,F
13412,WANGAT,0.0,100.0,M
13413,ENALS,100.0,0.0,F
13414,DALCAN,80.0,20.0,F
13415,WANTAN,50.0,50.0,N
13416,FLARABAL,100.0,0.0,F
13417,BASAL,23.08,76.92,M
13418,SNASAN,100.0,0.0,F
13419,BRANDAS,100.0,0.0,F
13420,SPLANDAR,100.0,0.0,F
13421,RACN,0.0,100.0,M
13422,LACYL,100.0,0.0,F
13423,OCTAB,0.0,100.0,M
13424,ZATLALAC,100.0,0.0,F
13425,NADAN,57.89,42.11,F
13426,MARADALAL,100.0,0.0,F
13427,ABDAS,0.0,100.0,M
13428,JYDALAN,100.0,0.0,F
13429,JALAVAT,100.0,0.0,F
13430,TN,100.0,0.0,F
13431,ALPARAN,0.0,100.0,M
13432,CLATAR,0.0,100.0,M
13433,CARDANY,100.0,0.0,F
13434,OFALY,100.0,0.0,F
13435,CYALAN,100.0,0.0,F
13436,DANASAN,0.0,100.0,M
13437,PAXSAN,0.0,100.0,M
13438,BARNARDAN,66.67,33.33,F
13439,HANAN,57.14,42.86,F
13440,TALYL,100.0,0.0,F
13441,EARTAR,100.0,0.0,F
13442,SLAN,25.0,75.0,M
13443,TCANAVAN,100.0,0.0,F
13444,JACGAC,100.0,0.0,F
13445,GAVANT,0.0,100.0,M
13446,ADAR,70.59,29.41,F
13447,ABALAN,88.89,11.11,F
13448,CRAGARY,0.0,100.0,M
13449,SCALAR,62.86,37.14,F
13450,RASNARY,100.0,0.0,F
13451,ESTAFANAT,100.0,0.0,F
13452,FRANCAT,80.0,20.0,F
13453,HASALAGH,100.0,0.0,F
13454,ANARATH,100.0,0.0,F
13455,ILADAN,0.0,100.0,M
13456,DANBAR,66.67,33.33,F
13457,ENDRAC,0.0,100.0,M
13458,CLYTY,100.0,0.0,F
13459,NALBART,0.0,100.0,M
13460,YATHSARY,100.0,0.0,F
13461,IDAD,0.0,100.0,M
13462,TAVAT,66.67,33.33,F
13463,WANDALAD,100.0,0.0,F
13464,WALABALD,0.0,100.0,M
13465,JABDAL,0.0,100.0,M
13466,ISABALANARY,100.0,0.0,F
13467,HASCY,0.0,100.0,M
13468,ADATH,16.67,83.33,M
13469,AHLAG,100.0,0.0,F
13470,MACAT,90.0,10.0,F
13471,JAX,50.0,50.0,N
13472,CATADR,100.0,0.0,F
13473,OLATASAN,66.67,33.33,F
13474,AVAG,100.0,0.0,F
13475,GARVAN,20.0,80.0,M
13476,RAJVAR,0.0,100.0,M
13477,SAGAB,0.0,100.0,M
13478,ALFAR,100.0,0.0,F
13479,VADR,100.0,0.0,F
13480,ANGALAS,100.0,0.0,F
13481,ENAFAR,100.0,0.0,F
13482,DAVAC,50.0,50.0,N
13483,MACSASL,0.0,100.0,M
13484,JACATH,0.0,100.0,M
13485,SANARACL,100.0,0.0,F
13486,DATRAL,20.0,80.0,M
13487,CWABAN,0.0,100.0,M
13488,RHN,100.0,0.0,F
13489,WALBARTH,0.0,100.0,M
13490,CARGAT,100.0,0.0,F
13491,MASANJAN,0.0,100.0,M
13492,HARDY,50.0,50.0,N
13493,IDANAL,100.0,0.0,F
13494,TSANAN,100.0,0.0,F
13495,HARTLAGH,100.0,0.0,F
13496,MARBATH,100.0,0.0,F
13497,YANANG,0.0,100.0,M
13498,MANTSARATH,100.0,0.0,F
13499,FLARNAR,100.0,0.0,F
13500,RAVCY,100.0,0.0,F
13501,NABYAC,0.0,100.0,M
13502,ZALV,100.0,0.0,F
13503,ALBAR,0.0,100.0,M
13504,ANBY,100.0,0.0,F
13505,BLAFAD,0.0,100.0,M
13506,NYAL,88.24,11.760000000000005,F
13507,XAN,69.23,30.77,F
13508,JYLN,66.67,33.33,F
13509,CYHL,100.0,0.0,F
13510,MALARY,95.0,5.0,F
13511,MARACACAL,100.0,0.0,F
13512,ANCAR,0.0,100.0,M
13513,VADAR,14.29,85.71000000000002,M
13514,ELADY,100.0,0.0,F
13515,TANATHAY,0.0,100.0,M
13516,CHALAN,55.56,44.44,F
13517,HALNATH,0.0,100.0,M
13518,MALVALAN,100.0,0.0,F
13519,GATAN,16.67,83.33,M
13520,CANDL,72.73,27.27,F
13521,RYNAT,100.0,0.0,F
13522,ABAJAT,0.0,100.0,M
13523,ELAJ,18.18,81.82,M
13524,JANARG,0.0,100.0,M
13525,MADAP,100.0,0.0,F
13526,MYR,83.33,16.67,F
13527,JYDALY,100.0,0.0,F
13528,SANRAN,87.5,12.5,F
13529,ESTAC,100.0,0.0,F
13530,DAFANDR,25.0,75.0,M
13531,DALNAD,0.0,100.0,M
13532,RACARDSAN,0.0,100.0,M
13533,LATCY,100.0,0.0,F
13534,ETARNAL,0.0,100.0,M
13535,HADWAG,100.0,0.0,F
13536,BRANS,0.0,100.0,M
13537,STACTAN,0.0,100.0,M
13538,PRANRAS,100.0,0.0,F
13539,CADAT,75.0,25.0,F
13540,ADYAN,0.0,100.0,M
13541,CAL,70.0,30.0,F
13542,EVANGALAT,100.0,0.0,F
13543,UNAC,90.91,9.090000000000003,F
13544,YARAXS,100.0,0.0,F
13545,AJAS,100.0,0.0,F
13546,GRACYN,100.0,0.0,F
13547,YALATSAN,100.0,0.0,F
13548,JAVACTAR,0.0,100.0,M
13549,BABY,56.25,43.75,F
13550,DANALANARY,100.0,0.0,F
13551,SAFR,100.0,0.0,F
13552,ORYAN,50.0,50.0,N
13553,DRY,75.0,25.0,F
13554,CALAJ,63.64,36.36,F
13555,DASNANAG,100.0,0.0,F
13556,LAGY,50.0,50.0,N
13557,CARNATAN,100.0,0.0,F
13558,GANLAG,0.0,100.0,M
13559,MARX,50.0,50.0,N
13560,NDY,100.0,0.0,F
13561,MATHRAN,0.0,100.0,M
13562,CARTH,0.0,100.0,M
13563,CAFANDR,50.0,50.0,N
13564,ESCARLATH,100.0,0.0,F
13565,MADASTAN,100.0,0.0,F
13566,JACALB,0.0,100.0,M
13567,TARCHY,100.0,0.0,F
13568,CASAL,37.5,62.5,M
13569,ARC,25.0,75.0,M
13570,YAF,83.33,16.67,F
13571,CAFN,0.0,100.0,M
13572,FLARADALN,100.0,0.0,F
13573,OASAN,0.0,100.0,M
13574,EARLDAN,100.0,0.0,F
13575,ZALAD,50.0,50.0,N
13576,AJATH,0.0,100.0,M
13577,BARAL,15.38,84.62,M
13578,HANAJ,100.0,0.0,F
13579,ABALARD,0.0,100.0,M
13580,ATYAN,100.0,0.0,F
13581,JASPRAT,50.0,50.0,N
13582,SADANAD,50.0,50.0,N
13583,JARNANY,60.0,40.0,F
13584,ZARAT,100.0,0.0,F
13585,MASTLY,100.0,0.0,F
13586,HARAPRY,100.0,0.0,F
13587,ANBARDAN,100.0,0.0,F
13588,GARADAN,100.0,0.0,F
13589,HARJAT,50.0,50.0,N
13590,ANYD,100.0,0.0,F
13591,SARNAR,0.0,100.0,M
13592,ASRATH,0.0,100.0,M
13593,OSL,0.0,100.0,M
13594,ZAXTAN,0.0,100.0,M
13595,SAVAT,80.0,20.0,F
13596,ACNAL,0.0,100.0,M
13597,GARAL,31.25,68.75,M
13598,ANJAL,84.62,15.379999999999995,F
13599,CAFANTS,0.0,100.0,M
13600,FRADALAN,100.0,0.0,F
13601,JALAT,100.0,0.0,F
13602,BRANC,43.75,56.25,M
13603,ALVASTAR,0.0,100.0,M
13604,SANTANGAL,50.0,50.0,N
13605,SARANG,33.33,66.67,M
13606,RHATHN,50.0,50.0,N
13607,YARASBATH,100.0,0.0,F
13608,SAFTAN,0.0,100.0,M
13609,STAFANY,91.43,8.569999999999991,F
13610,ALASY,91.67,8.329999999999998,F
13611,CAPACAN,100.0,0.0,F
13612,OCPAR,0.0,100.0,M
13613,RACALNARY,100.0,0.0,F
13614,SASTAN,66.67,33.33,F
13615,BADY,63.33,36.67,F
13616,RAXAT,100.0,0.0,F
13617,IALAND,100.0,0.0,F
13618,SANJAF,0.0,100.0,M
13619,RANADAN,0.0,100.0,M
13620,LARANAC,100.0,0.0,F
13621,CHAT,100.0,0.0,F
13622,MAGNAN,75.0,25.0,F
13623,ERANDAR,100.0,0.0,F
13624,ALNAN,57.14,42.86,F
13625,DAGAND,100.0,0.0,F
13626,YANDAR,33.33,66.67,M
13627,LAPAC,0.0,100.0,M
13628,ANAND,76.19,23.81,F
13629,JANYS,100.0,0.0,F
13630,ABDALSALAN,0.0,100.0,M
13631,FALASARD,0.0,100.0,M
13632,RANALD,33.33,66.67,M
13633,JARAND,100.0,0.0,F
13634,ONARYAN,0.0,100.0,M
13635,TASYL,100.0,0.0,F
13636,CRAGTAN,33.33,66.67,M
13637,ESTAN,33.33,66.67,M
13638,ESNY,100.0,0.0,F
13639,ZADGAL,0.0,100.0,M
13640,NAJAS,0.0,100.0,M
13641,WANDFAD,0.0,100.0,M
13642,MALTY,100.0,0.0,F
13643,ALAXAVAR,0.0,100.0,M
13644,CANBARLAD,100.0,0.0,F
13645,SWYS,66.67,33.33,F
13646,GALY,85.71,14.290000000000004,F
13647,CARDAS,100.0,0.0,F
13648,BRATSY,100.0,0.0,F
13649,BRANANG,0.0,100.0,M
13650,CAFANTR,0.0,100.0,M
13651,MANG,47.06,52.94,M
13652,EDAVAG,100.0,0.0,F
13653,TABAT,85.0,15.0,F
13654,HARASAN,28.57,71.43,M
13655,CANRY,60.0,40.0,F
13656,WACAN,50.0,50.0,N
13657,LAVAN,81.94,18.06,F
13658,IYAN,100.0,0.0,F
13659,MASARAN,100.0,0.0,F
13660,QANG,50.0,50.0,N
13661,YASANAR,0.0,100.0,M
13662,DANANC,0.0,100.0,M
13663,SLANAT,100.0,0.0,F
13664,LASFARNAND,0.0,100.0,M
13665,CHRASTAR,0.0,100.0,M
13666,BARCY,0.0,100.0,M
13667,OTNAR,0.0,100.0,M
13668,BANSAR,100.0,0.0,F
13669,IVADAL,100.0,0.0,F
13670,XALY,100.0,0.0,F
13671,JACLAN,91.3,8.700000000000003,F
13672,DARANY,75.0,25.0,F
13673,BRAN,73.58,26.42,F
13674,ALACAD,0.0,100.0,M
13675,ZAYDAN,0.0,100.0,M
13676,JALY,91.18,8.819999999999991,F
13677,ALF,38.46,61.54,M
13678,ANRAN,40.0,60.0,M
13679,HARSY,0.0,100.0,M
13680,TANACAN,100.0,0.0,F
13681,WARDNAR,0.0,100.0,M
13682,BABAR,33.33,66.67,M
13683,MATSAG,0.0,100.0,M
13684,JANAPAR,66.67,33.33,F
13685,ALASANACAL,100.0,0.0,F
13686,ERSAL,71.43,28.569999999999997,F
13687,YASLANAR,100.0,0.0,F
13688,YARATHS,100.0,0.0,F
13689,BANJNAN,0.0,100.0,M
13690,MARANGALAC,100.0,0.0,F
13691,TABRAN,100.0,0.0,F
13692,PAPS,100.0,0.0,F
13693,CASANJ,100.0,0.0,F
13694,JATWAN,0.0,100.0,M
13695,SYLAND,100.0,0.0,F
13696,EDAVAN,100.0,0.0,F
13697,BAGAR,0.0,100.0,M
13698,CAPANY,100.0,0.0,F
13699,SANATRAC,100.0,0.0,F
13700,AYL,100.0,0.0,F
13701,RATHVAC,50.0,50.0,N
13702,CANSYACACW,50.0,50.0,N
13703,JASAVAR,0.0,100.0,M
13704,MAXWAL,16.67,83.33,M
13705,CLYT,0.0,100.0,M
13706,SABRATANY,100.0,0.0,F
13707,QANYN,0.0,100.0,M
13708,ALACAC,50.0,50.0,N
13709,HASAF,0.0,100.0,M
13710,AHLYL,100.0,0.0,F
13711,RWAND,100.0,0.0,F
13712,BARND,100.0,0.0,F
13713,ZABALAN,0.0,100.0,M
13714,MAJAST,100.0,0.0,F
13715,MAVAL,100.0,0.0,F
13716,CRASAFAR,0.0,100.0,M
13717,JACGAN,42.86,57.14,M
13718,WANTWARTH,0.0,100.0,M
13719,HARST,0.0,100.0,M
13720,DANDY,50.0,50.0,N
13721,DALYC,100.0,0.0,F
13722,MAJARLAN,100.0,0.0,F
13723,NAVALAN,100.0,0.0,F
13724,SARVAN,62.5,37.5,F
13725,PRANSTAN,0.0,100.0,M
13726,SAGVAL,0.0,100.0,M
13727,BRAXTAN,33.33,66.67,M
13728,ANYANC,100.0,0.0,F
13729,PYTANARY,100.0,0.0,F
13730,CASANDR,92.68,7.319999999999991,F
13731,VANSAT,100.0,0.0,F
13732,NANCY,87.5,12.5,F
13733,SYLN,100.0,0.0,F
13734,DANTRAV,0.0,100.0,M
13735,YANAXAN,0.0,100.0,M
13736,CHRASAD,0.0,100.0,M
13737,DALARY,100.0,0.0,F
13738,TARJ,100.0,0.0,F
13739,HASNAC,100.0,0.0,F
13740,CARNATH,0.0,100.0,M
13741,ARAGAN,0.0,100.0,M
13742,MARFAL,100.0,0.0,F
13743,IAG,0.0,100.0,M
13744,TRACY,61.54,38.46,F
13745,YASVAR,0.0,100.0,M
13746,JYRAN,0.0,100.0,M
13747,ATHALAN,100.0,0.0,F
13748,MYLAT,100.0,0.0,F
13749,TCAL,0.0,100.0,M
13750,MCANS,94.44,5.560000000000002,F
13751,MATSAL,100.0,0.0,F
13752,DASAD,0.0,100.0,M
13753,JANANRAG,0.0,100.0,M
13754,RANSAN,10.0,90.0,M
13755,ELASTAR,33.33,66.67,M
13756,TRANGALAN,0.0,100.0,M
13757,ZASAN,15.38,84.62,M
13758,DARACSAN,0.0,100.0,M
13759,BRACALN,100.0,0.0,F
13760,ONDRAJ,0.0,100.0,M
13761,AHSAB,0.0,100.0,M
13762,LANARL,100.0,0.0,F
13763,CANDRY,57.14,42.86,F
13764,SANCAR,35.71,64.28999999999999,M
13765,ADRANPAL,0.0,100.0,M
13766,SADACS,100.0,0.0,F
13767,SACHY,100.0,0.0,F
13768,JAGN,50.0,50.0,N
13769,EHRAN,40.0,60.0,M
13770,DARSY,75.0,25.0,F
13771,CAGHLY,100.0,0.0,F
13772,CRANDY,100.0,0.0,F
13773,VAGH,0.0,100.0,M
13774,GLADASTAN,100.0,0.0,F
13775,MACAC,100.0,0.0,F
13776,NYTAS,100.0,0.0,F
13777,VALT,100.0,0.0,F
13778,TARNAN,25.0,75.0,M
13779,EDW,50.0,50.0,N
13780,GAGAN,25.0,75.0,M
13781,MACANDR,100.0,0.0,F
13782,STARNAS,100.0,0.0,F
13783,FLARANTAN,50.0,50.0,N
13784,RACAR,26.09,73.91,M
13785,DACAF,0.0,100.0,M
13786,CLANC,0.0,100.0,M
13787,ZAPAR,100.0,0.0,F
13788,ERALD,0.0,100.0,M
13789,ETAS,75.0,25.0,F
13790,VYL,50.0,50.0,N
13791,ALYARAS,100.0,0.0,F
13792,ACAB,71.43,28.569999999999997,F
13793,JAP,0.0,100.0,M
13794,EBANAG,100.0,0.0,F
13795,JALACASAR,0.0,100.0,M
13796,XARX,0.0,100.0,M
13797,DANADRAC,0.0,100.0,M
13798,SALANGAL,100.0,0.0,F
13799,SLADAN,0.0,100.0,M
13800,ATRY,37.5,62.5,M
13801,AJDAN,0.0,100.0,M
13802,ALGART,100.0,0.0,F
13803,MARTL,75.0,25.0,F
13804,DYL,71.43,28.569999999999997,F
13805,UNBAD,0.0,100.0,M
13806,STANCY,100.0,0.0,F
13807,ALASAND,100.0,0.0,F
13808,TRADAN,11.11,88.89,M
13809,LYLAN,83.33,16.67,F
13810,JANABAC,0.0,100.0,M
13811,JAGLAN,100.0,0.0,F
13812,TRAVALT,0.0,100.0,M
13813,RABARAS,100.0,0.0,F
13814,ANDAL,50.0,50.0,N
13815,SALVAN,46.88,53.12,M
13816,JASASALBART,0.0,100.0,M
13817,YARACAN,0.0,100.0,M
13818,AVYL,100.0,0.0,F
13819,CDANC,100.0,0.0,F
13820,TAWAN,100.0,0.0,F
13821,ERNAR,100.0,0.0,F
13822,CARASTAFAR,0.0,100.0,M
13823,GAGANDAP,50.0,50.0,N
13824,XYLAN,0.0,100.0,M
13825,DASAL,45.83,54.17,M
13826,WY,0.0,100.0,M
13827,JANATHN,0.0,100.0,M
13828,ADADYAN,50.0,50.0,N
13829,CRASAND,100.0,0.0,F
13830,EDAS,100.0,0.0,F
13831,PRARS,0.0,100.0,M
13832,TARNWAL,0.0,100.0,M
13833,JSANAN,100.0,0.0,F
13834,ERNSTAN,100.0,0.0,F
13835,OATAC,0.0,100.0,M
13836,DANATHR,100.0,0.0,F
13837,MACANLY,100.0,0.0,F
13838,JAYAN,50.0,50.0,N
13839,MANSARAT,80.0,20.0,F
13840,TADHG,0.0,100.0,M
13841,JASARACARD,0.0,100.0,M
13842,AN,75.33,24.67,F
13843,ECANJAT,25.0,75.0,M
13844,TASTANANY,100.0,0.0,F
13845,DAVAL,22.22,77.78,M
13846,DANSTAN,0.0,100.0,M
13847,PARX,0.0,100.0,M
13848,ZARAY,100.0,0.0,F
13849,CANDAN,29.27,70.73,M
13850,LANAX,43.75,56.25,M
13851,ZABDY,50.0,50.0,N
13852,DAHRAN,0.0,100.0,M
13853,CARLASDANAL,0.0,100.0,M
13854,BRYD,50.0,50.0,N
13855,JYN,66.67,33.33,F
13856,ALAXASNACAL,100.0,0.0,F
13857,BACTAR,0.0,100.0,M
13858,CANPAN,50.0,50.0,N
13859,LRY,0.0,100.0,M
13860,ESG,50.0,50.0,N
13861,SAFD,100.0,0.0,F
13862,RASNAG,0.0,100.0,M
13863,YARANAR,100.0,0.0,F
13864,CYDRY,100.0,0.0,F
13865,MYACH,0.0,100.0,M
13866,SALANY,100.0,0.0,F
13867,GSAN,0.0,100.0,M
13868,TAFNY,100.0,0.0,F
13869,OLANYANACAN,0.0,100.0,M
13870,JYS,63.64,36.36,F
13871,ISANARY,100.0,0.0,F
13872,RATAY,100.0,0.0,F
13873,ARAG,50.0,50.0,N
13874,MARADAT,100.0,0.0,F
13875,RAVY,0.0,100.0,M
13876,OGANATAG,0.0,100.0,M
13877,BANJARNAN,0.0,100.0,M
13878,SAGAV,100.0,0.0,F
13879,TASAN,57.14,42.86,F
13880,ANBARNACAL,100.0,0.0,F
13881,ANARAL,88.89,11.11,F
13882,MADH,0.0,100.0,M
13883,CLARAJAN,100.0,0.0,F
13884,VATC,0.0,100.0,M
13885,CACAT,100.0,0.0,F
13886,GAS,33.33,66.67,M
13887,LACANARY,100.0,0.0,F
13888,PLASAT,100.0,0.0,F
13889,YANTAL,100.0,0.0,F
13890,CADY,71.43,28.569999999999997,F
13891,EDALNAR,50.0,50.0,N
13892,DANSAG,0.0,100.0,M
13893,CANSLAGH,100.0,0.0,F
13894,ALSAXANDAR,0.0,100.0,M
13895,GL,100.0,0.0,F
13896,VAV,100.0,0.0,F
13897,OPL,33.33,66.67,M
13898,SANANY,100.0,0.0,F
13899,CANCAPSAN,100.0,0.0,F
13900,MALALY,100.0,0.0,F
13901,DAVANT,4.35,95.65,M
13902,BALDAR,0.0,100.0,M
13903,LANAC,87.76,12.239999999999995,F
13904,JAXSAN,25.0,75.0,M
13905,RAGWAN,0.0,100.0,M
13906,SBADY,100.0,0.0,F
13907,CYAD,0.0,100.0,M
13908,BRASANAR,100.0,0.0,F
13909,ESTAL,55.56,44.44,F
13910,MAGAN,87.5,12.5,F
13911,HALYAN,100.0,0.0,F
13912,SADRAN,0.0,100.0,M
13913,ARGAST,50.0,50.0,N
13914,UT,75.0,25.0,F
13915,MCGAD,0.0,100.0,M
13916,BRAFAD,0.0,100.0,M
13917,MARGAY,0.0,100.0,M
13918,JANTAR,50.0,50.0,N
13919,HARLYGAN,100.0,0.0,F
13920,CANB,83.33,16.67,F
13921,DANADR,100.0,0.0,F
13922,JACYDAN,0.0,100.0,M
13923,ESAGAL,0.0,100.0,M
13924,PRADY,100.0,0.0,F
13925,ZADAR,33.33,66.67,M
13926,ORTAG,0.0,100.0,M
13927,BRAGSTAN,0.0,100.0,M
13928,RANDALY,100.0,0.0,F
13929,CARATY,83.33,16.67,F
13930,T,55.91,44.09,F
13931,BRAYN,100.0,0.0,F
13932,AVACTH,0.0,100.0,M
13933,EDAN,48.0,52.0,M
13934,AXTAN,0.0,100.0,M
13935,IDAN,72.73,27.27,F
13936,WALCAD,100.0,0.0,F
13937,ULAN,80.0,20.0,F
13938,TANARAC,0.0,100.0,M
13939,GASPAD,0.0,100.0,M
13940,HACSTAN,0.0,100.0,M
13941,TASYAN,100.0,0.0,F
13942,CANP,0.0,100.0,M
13943,JLAGH,100.0,0.0,F
13944,CANBALRY,100.0,0.0,F
13945,CANDYL,100.0,0.0,F
13946,YAGANG,100.0,0.0,F
13947,SNARAN,0.0,100.0,M
13948,TANACAL,0.0,100.0,M
13949,B,40.54,59.46,M
13950,ALATR,100.0,0.0,F
13951,WANAT,100.0,0.0,F
13952,ISAL,75.0,25.0,F
13953,VANDL,100.0,0.0,F
13954,FYTH,100.0,0.0,F
13955,BANAJNAN,0.0,100.0,M
13956,SATAV,100.0,0.0,F
13957,LABRADFAD,0.0,100.0,M
13958,LACSNAN,0.0,100.0,M
13959,ALSAC,100.0,0.0,F
13960,NALAL,100.0,0.0,F
13961,IALAN,100.0,0.0,F
13962,SARAGAS,0.0,100.0,M
13963,MAGALAT,0.0,100.0,M
13964,MNARC,0.0,100.0,M
13965,FRANPTAN,0.0,100.0,M
13966,ALNAND,33.33,66.67,M
13967,CHY,50.0,50.0,N
13968,ARNASTAD,0.0,100.0,M
13969,LARANTAN,66.67,33.33,F
13970,GARANDAR,0.0,100.0,M
13971,SANARLY,100.0,0.0,F
13972,ENPRY,100.0,0.0,F
13973,RYDAR,0.0,100.0,M
13974,IRAL,71.43,28.569999999999997,F
13975,ASAS,72.73,27.27,F
13976,DALANACAL,0.0,100.0,M
13977,VANATR,100.0,0.0,F
13978,CHABAR,0.0,100.0,M
13979,UNANAD,50.0,50.0,N
13980,PARFACT,66.67,33.33,F
13981,MASARY,0.0,100.0,M
13982,NANASC,100.0,0.0,F
13983,JASNAT,66.67,33.33,F
13984,VALR,100.0,0.0,F
13985,MALTAN,25.0,75.0,M
13986,ESTL,66.67,33.33,F
13987,ENLAN,66.67,33.33,F
13988,OLABASAL,100.0,0.0,F
13989,EVAGRAC,100.0,0.0,F
13990,HATCANSAN,0.0,100.0,M
13991,TSANB,0.0,100.0,M
13992,LADFAD,0.0,100.0,M
13993,TPRANG,100.0,0.0,F
13994,ALASANARY,100.0,0.0,F
13995,ERS,66.67,33.33,F
13996,TANARTHY,0.0,100.0,M
13997,TANPR,100.0,0.0,F
13998,XARALY,100.0,0.0,F
13999,IRASTAN,100.0,0.0,F
14000,JANR,0.0,100.0,M
14001,DANANAN,0.0,100.0,M
14002,BARLAN,58.82,41.18,F
14003,MACALJY,0.0,100.0,M
14004,SADAC,37.5,62.5,M
14005,EDBARG,0.0,100.0,M
14006,LAGANJAN,0.0,100.0,M
14007,SDANAD,100.0,0.0,F
14008,PRANCANAR,0.0,100.0,M
14009,MACARL,0.0,100.0,M
14010,ADARAL,0.0,100.0,M
14011,ANASAN,80.0,20.0,F
14012,FALANAN,66.67,33.33,F
14013,PRATAN,20.0,80.0,M
14014,CAB,30.77,69.23,M
14015,TAJANY,100.0,0.0,F
14016,TRAVYAN,0.0,100.0,M
14017,ARATS,100.0,0.0,F
14018,JALACY,100.0,0.0,F
14019,SACAC,80.0,20.0,F
14020,ZATAF,0.0,100.0,M
14021,CANDRALAN,100.0,0.0,F
14022,ZASATH,100.0,0.0,F
14023,PRANCTAN,0.0,100.0,M
14024,DANJ,50.0,50.0,N
14025,RAXY,60.0,40.0,F
14026,SANDALAN,100.0,0.0,F
14027,FRANSASC,80.0,20.0,F
14028,CATARAN,91.67,8.329999999999998,F
14029,DAFARAC,0.0,100.0,M
14030,JYCY,71.43,28.569999999999997,F
14031,DALANTAN,0.0,100.0,M
14032,ZABR,100.0,0.0,F
14033,LD,0.0,100.0,M
14034,ORASAN,0.0,100.0,M
14035,SANDRAL,100.0,0.0,F
14036,TARANS,60.0,40.0,F
14037,SPR,100.0,0.0,F
14038,ERACANTANY,0.0,100.0,M
14039,HALDY,100.0,0.0,F
14040,ASTANACAL,0.0,100.0,M
14041,ZADRAN,0.0,100.0,M
14042,CRANDAN,0.0,100.0,M
14043,BACY,42.86,57.14,M
14044,SRAN,45.45,54.55,M
14045,LANGABRAL,0.0,100.0,M
14046,GATLAN,44.44,55.56,M
14047,FARCAN,0.0,100.0,M
14048,CARLATANARY,100.0,0.0,F
14049,CANGCANG,0.0,100.0,M
14050,APLAN,100.0,0.0,F
14051,ONALAGH,100.0,0.0,F
14052,FRY,55.56,44.44,F
14053,FRALAN,0.0,100.0,M
14054,NALPATRAC,0.0,100.0,M
14055,CACH,0.0,100.0,M
14056,SRAY,100.0,0.0,F
14057,CATLAN,83.33,16.67,F
14058,NAPAN,0.0,100.0,M
14059,JANALAS,100.0,0.0,F
